,.,the,",",to,of,in,and,said,a,s,for,oil,-,mln,',/,u,on,that,from,at,it,"""",is,by,tonnes,1,dlrs,be,000,was,pct,wheat,will,he,with,year,its,as,would,an,2,prices,has,not,last,(,this,were,","""
grain article448.txt,0,24,0,12,12,4,7,3,2,5,1,0,0,0,0,0,0,4,0,0,0,1,0,1,2,0,0,0,0,0,2,1,0,0,0,3,0,2,2,0,1,0,1,2,0,1,0,0,2,0
grain article312.txt,0,9,0,7,2,5,4,2,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,8,3,0,0,0,1,1,3,0,0,3,2,0,0,0,0,1,0,0,0,1,0,1,3,0
grain article474.txt,0,14,0,7,5,0,2,6,0,4,0,0,0,0,0,0,1,2,2,1,2,0,0,2,0,0,0,0,2,0,1,0,3,4,1,3,0,0,4,0,1,0,0,1,0,0,0,1,0,0
grain article460.txt,0,4,0,4,2,1,3,2,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,1,1,1,0,0,0,3,0,0,1,0,0,0,0,0,2,0,2,0,0
grain article306.txt,0,18,0,19,9,5,4,6,5,0,8,0,0,2,0,0,0,4,1,1,4,2,0,1,3,0,0,0,3,0,0,1,0,1,0,0,1,0,0,12,1,0,0,0,3,1,0,1,0,0
grain article138.txt,0,4,0,0,2,0,2,2,0,1,4,0,0,0,0,0,1,1,1,0,2,0,0,1,0,2,0,1,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
grain article110.txt,0,10,0,2,3,1,4,5,3,0,2,0,0,0,0,0,0,1,0,1,2,0,0,1,1,2,1,0,1,3,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
grain article104.txt,0,31,0,15,9,6,14,10,7,2,7,0,0,1,0,0,2,4,2,3,2,1,0,4,5,0,6,5,6,0,0,2,3,1,0,1,0,0,4,8,3,2,0,4,3,0,0,2,0,0
grain article058.txt,0,5,0,3,2,4,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,2,0,0,2,1,0,1,0,0,3,0,0,0,0,0,0,2,0
grain article064.txt,0,11,0,4,8,4,1,0,0,6,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,2,0,0,1,2,0,1,0,0,3,0,1,0,0,0,0,2,0
grain article070.txt,0,15,0,3,12,7,2,8,3,0,1,0,0,3,0,0,0,0,1,3,3,0,0,1,5,4,0,0,2,1,1,2,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,2,0
grain article528.txt,0,9,0,2,4,13,5,5,4,1,3,4,0,0,0,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,1,1,4,1,0,1,1,1,2,0,0,0,0,0,2,0,0,0,0,0
grain article266.txt,0,7,0,4,4,2,1,2,0,4,1,0,0,0,0,0,3,0,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,2,0,0,1,2,0,0,2,1,0,0,0,0,0,0
grain article500.txt,0,4,0,3,3,4,3,3,2,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,4,0,3,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0
grain article272.txt,0,20,0,18,20,3,12,7,5,9,18,2,0,0,0,0,7,1,0,1,2,2,0,2,2,21,2,0,0,18,0,0,4,1,0,7,0,2,2,0,4,0,0,5,2,1,0,1,0,0
grain article299.txt,0,7,0,0,4,1,0,1,2,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,2,5,0,0,0,0,0,0,0
grain article264.txt,0,4,0,5,4,0,0,3,2,1,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,1,0,2,1,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
grain article270.txt,0,7,0,2,2,6,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,1,0,0,2,0,0,2,2,0,1,0,0,3,0,0,0,0,0,1,0,0
grain article516.txt,0,16,0,5,7,2,3,3,0,3,6,0,0,1,0,0,3,0,0,1,0,0,0,1,0,5,1,0,0,4,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,1,0,0
grain article258.txt,0,37,0,22,16,7,7,12,13,3,4,0,0,14,0,0,0,8,5,3,4,2,0,9,2,12,3,0,6,0,2,3,11,4,6,4,4,0,6,1,2,5,2,0,9,2,0,4,1,0
grain article099.txt,0,9,0,5,12,3,1,2,6,9,1,0,0,0,0,0,9,2,1,2,0,0,0,0,0,3,0,0,0,2,0,0,9,0,0,0,0,1,3,0,1,0,0,1,0,2,0,0,1,0
grain article066.txt,0,0,0,1,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article072.txt,0,11,0,5,3,1,6,7,1,0,3,0,0,0,0,0,0,0,0,6,0,2,0,0,3,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0
grain article112.txt,0,12,0,3,9,4,6,1,3,0,2,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,2,1,1,0,0,0,0,5,0,1,0,2,0,0
grain article106.txt,0,3,0,2,3,1,3,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,4,1,0,3,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0
grain article489.txt,0,13,0,4,2,0,1,0,3,5,0,0,0,0,0,0,4,3,0,0,0,0,0,1,5,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
grain article476.txt,0,13,0,5,3,21,11,10,0,3,2,0,0,0,0,0,1,0,0,1,0,6,0,2,1,0,0,0,1,0,2,0,2,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
grain article310.txt,0,12,0,5,11,8,3,6,3,2,0,0,0,4,0,0,1,0,2,0,0,1,0,1,0,2,0,0,5,0,0,1,0,2,0,0,0,0,2,2,0,0,0,4,2,0,0,1,0,0
grain article304.txt,0,0,0,0,2,2,3,2,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,5,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
grain article462.txt,0,11,0,4,3,2,1,4,1,5,1,0,0,0,0,0,5,0,0,2,1,1,0,0,0,2,0,0,2,2,0,0,3,4,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0
grain article338.txt,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article339.txt,0,2,0,1,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article305.txt,0,1,0,2,3,0,2,2,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article463.txt,0,6,0,5,5,1,2,3,0,1,3,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article477.txt,0,35,0,18,11,8,7,4,6,5,5,0,0,8,0,0,2,2,2,5,1,2,0,0,6,0,0,7,3,0,1,2,6,0,0,0,2,1,1,13,1,0,0,0,3,4,0,3,2,0
grain article311.txt,0,6,0,3,2,0,5,2,4,3,0,0,0,0,0,0,2,0,1,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0
grain article488.txt,0,1,0,6,9,0,10,1,4,8,7,0,0,0,0,0,7,1,0,2,2,0,0,0,0,7,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article107.txt,0,3,0,3,2,0,2,3,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
grain article113.txt,0,7,0,5,3,2,3,5,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,0,2,0,0
grain article073.txt,0,3,0,1,7,2,4,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
grain article098.txt,0,10,0,2,9,6,1,4,3,2,5,0,0,0,0,0,1,2,1,2,0,2,0,2,3,0,0,0,3,0,0,2,7,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0
grain article259.txt,0,8,0,4,3,1,1,2,0,5,6,0,0,4,0,0,4,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,4,0,0,0,1,1,0,0,1,0,0,2,0,0,0,1,0,0
grain article271.txt,0,1,0,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
grain article517.txt,0,14,0,10,8,3,11,8,5,12,4,0,0,0,0,0,10,3,2,2,0,0,0,0,2,0,0,0,1,0,0,0,7,1,0,1,0,0,0,2,1,0,3,0,3,0,0,0,1,0
grain article503.txt,0,8,0,1,3,2,2,3,0,2,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,2,0,0,3,2,0,0,4,4,2,0,3,0,0,0,1,0,0,1,0,1,0,2,0,0
grain article265.txt,0,4,0,5,4,0,0,3,2,4,2,0,0,0,0,0,3,1,0,0,0,1,0,0,0,2,0,1,0,2,1,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
grain article558.txt,0,56,0,23,36,18,12,17,21,5,7,0,0,5,0,0,1,3,8,4,4,4,0,9,2,0,1,5,2,0,3,3,0,2,9,10,7,6,5,4,1,1,0,4,3,2,0,1,0,0
grain article564.txt,0,0,0,1,1,0,0,1,1,2,2,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
grain article202.txt,0,5,0,7,3,1,3,2,0,3,4,0,0,6,0,0,3,0,0,2,0,1,0,0,1,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
grain article216.txt,0,3,0,1,2,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,4,0,1,1,3,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
grain article570.txt,0,35,0,32,19,14,19,2,6,4,3,0,0,20,0,0,0,2,0,1,7,0,0,5,3,12,9,0,3,0,8,12,0,1,0,1,1,0,0,0,0,11,0,2,2,5,0,6,2,0
grain article000.txt,0,5,0,3,5,1,6,3,2,2,1,0,0,2,0,0,0,1,1,0,0,2,0,0,0,2,2,0,0,0,0,4,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
grain article014.txt,0,14,0,6,3,1,3,4,2,6,1,0,0,0,0,0,5,4,2,1,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,1,0,0,0,3,1,1,0,1,0,0
grain article148.txt,0,7,0,4,1,4,2,3,1,0,1,0,0,2,0,0,0,0,0,2,1,3,0,0,0,6,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0
grain article174.txt,0,3,0,6,3,2,4,1,3,0,1,0,0,14,0,0,0,4,0,1,0,0,0,0,0,11,4,0,0,25,0,5,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,3,0
grain article160.txt,0,8,0,6,3,6,4,7,3,4,4,0,0,0,0,0,0,2,1,0,0,1,0,1,1,0,0,0,3,0,1,0,0,4,2,0,0,0,2,1,0,0,6,0,0,1,0,1,0,0
grain article438.txt,0,2,0,0,0,0,2,0,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,4,0,0,0,0,0,1,0,0,6,1,0,1,0,0,0,0,0
grain article410.txt,0,1,0,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,3,0,0,0,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
grain article376.txt,0,11,0,2,6,0,1,0,5,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0
grain article362.txt,0,13,0,9,1,0,0,4,2,3,0,0,0,0,0,0,1,0,3,2,0,2,0,3,0,0,0,0,2,0,1,0,5,0,1,0,0,0,0,5,2,0,0,0,2,0,0,0,0,0
grain article404.txt,0,6,0,4,7,4,4,3,1,5,1,0,0,4,0,0,4,0,2,0,0,1,0,3,3,5,2,0,0,2,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0
grain article363.txt,0,6,0,2,1,3,1,4,2,9,0,0,0,0,0,0,7,1,3,0,0,2,0,2,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
grain article405.txt,0,3,0,0,3,2,0,0,0,1,0,0,0,6,0,0,0,0,0,2,4,0,0,0,0,4,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,2,0
grain article411.txt,0,8,0,16,7,8,4,4,2,5,1,0,0,0,0,0,5,0,0,2,0,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,1,0,0,0,1,0,0,1,0
grain article377.txt,0,15,0,16,8,7,3,0,0,0,0,0,0,9,0,0,0,0,0,20,0,0,0,0,0,15,13,0,0,17,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
grain article439.txt,0,15,0,6,8,7,5,0,2,1,5,0,0,3,0,0,1,4,1,0,0,0,0,0,2,0,3,5,3,8,2,0,0,1,0,10,0,0,0,0,2,0,0,1,0,0,0,1,2,0
grain article161.txt,0,0,0,1,3,0,1,2,1,0,1,0,0,0,0,0,0,0,0,3,3,1,0,0,0,6,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
grain article149.txt,0,7,0,5,1,1,1,3,0,3,3,0,0,0,0,0,3,0,0,2,0,0,0,0,0,4,2,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
grain article015.txt,0,3,0,0,3,6,4,2,0,1,0,0,0,7,0,0,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0,0,7,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0
grain article001.txt,0,5,0,5,2,5,3,3,2,3,0,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2,0,0,0,1,10,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,1,0
grain article029.txt,0,20,0,6,9,2,1,4,2,1,4,0,0,2,0,0,0,1,1,0,1,1,0,1,2,2,0,0,2,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
grain article217.txt,0,9,0,5,2,0,5,1,2,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,8,0,1,0,0,1,1,2,0,1,0,0,2,0,0,9,0,0,0,0,0,1,1,0
grain article571.txt,0,41,0,29,15,7,18,6,7,4,4,0,0,3,0,0,2,6,12,0,2,4,0,4,6,0,1,5,6,0,2,3,0,0,0,1,2,1,3,2,2,0,2,4,3,3,0,1,0,0
grain article565.txt,0,0,0,0,2,0,0,1,1,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article203.txt,0,6,0,7,3,1,3,2,0,4,7,3,0,8,0,0,4,0,0,4,0,0,0,0,0,0,1,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
grain article229.txt,0,9,0,1,3,6,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,2,0,4,0,0,1,0,0,3,0,0,4,0,0,0,0,0,0,1,0
grain article573.txt,0,5,0,6,1,0,2,2,1,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0
grain article215.txt,0,4,0,2,4,6,4,2,1,0,5,1,0,2,0,0,0,0,0,1,0,2,0,0,0,2,2,4,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
grain article201.txt,0,4,0,4,4,0,1,3,3,1,3,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,0,1,0,2,2,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
grain article017.txt,0,2,0,0,1,4,3,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0
grain article003.txt,0,27,0,18,8,2,12,11,4,24,4,0,0,0,0,0,22,6,2,4,1,2,0,4,2,0,0,1,2,0,0,0,2,5,3,2,2,6,1,4,1,0,0,7,3,1,0,2,0,0
grain article188.txt,0,10,0,6,4,2,1,1,2,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0,3,2,2,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0
grain article163.txt,0,3,0,0,7,1,2,2,2,4,10,0,0,0,0,0,4,1,1,0,13,0,0,0,0,13,2,12,0,3,0,5,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
grain article177.txt,0,3,0,0,0,1,0,1,1,4,4,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
grain article349.txt,0,3,0,3,2,0,1,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0
grain article407.txt,0,24,0,36,15,24,21,8,6,4,3,0,0,12,0,0,0,0,1,7,1,4,0,2,2,11,7,0,1,3,6,8,0,0,0,1,3,0,2,1,0,9,0,0,1,5,0,0,4,0
grain article361.txt,0,9,0,8,3,1,3,2,3,6,2,0,0,0,0,0,6,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
grain article375.txt,0,3,0,1,3,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,3,0,0,0,1,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
grain article413.txt,0,4,0,1,2,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
grain article374.txt,0,6,0,1,10,2,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,9,1,0,0,0,0,0,3,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0
grain article412.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
grain article406.txt,0,22,0,9,6,9,3,8,4,4,3,0,0,3,0,0,2,0,1,1,1,0,0,4,0,0,0,1,9,0,1,0,0,4,1,0,1,0,1,1,0,0,0,1,1,0,0,2,0,0
grain article360.txt,0,7,0,2,5,3,1,5,4,7,0,0,0,0,0,0,7,1,4,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0
grain article348.txt,0,5,0,3,3,1,4,2,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
grain article176.txt,0,5,0,1,4,3,1,2,0,1,1,0,0,0,0,0,1,1,2,1,1,2,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
grain article162.txt,0,17,0,6,3,8,3,7,2,5,2,0,0,5,0,0,1,2,0,2,2,3,0,3,0,5,2,0,0,2,1,0,4,0,0,0,3,0,1,0,0,1,0,6,1,1,0,1,0,0
grain article189.txt,0,12,0,1,9,7,3,7,4,2,1,0,0,0,0,0,1,1,4,4,1,0,0,0,1,0,0,0,1,0,3,0,5,0,4,1,0,0,0,1,1,0,0,0,0,0,0,0,4,0
grain article002.txt,0,3,0,2,3,0,1,2,1,2,2,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article016.txt,0,9,0,10,5,10,6,4,3,3,1,0,0,8,0,0,2,1,0,0,3,0,0,0,3,6,2,0,0,0,3,2,2,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,2,0
grain article200.txt,0,9,0,4,5,3,5,6,4,2,4,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,2,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0
grain article566.txt,0,1,0,0,1,0,1,1,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article572.txt,0,2,0,0,1,1,1,0,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38,0,1,0,0,0,0,0,0
grain article214.txt,0,13,0,6,11,4,10,3,1,0,15,0,0,0,0,0,1,0,0,2,0,0,0,3,1,19,1,0,0,19,0,0,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
grain article228.txt,0,6,0,5,1,1,2,3,1,4,1,0,0,1,0,0,3,2,1,0,0,0,0,0,2,0,0,3,1,1,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
grain article210.txt,0,4,0,3,3,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
grain article576.txt,0,25,0,13,6,16,10,7,7,2,5,0,0,17,0,0,2,0,0,2,6,4,0,7,4,7,2,0,3,0,0,1,12,0,0,3,4,5,3,1,0,0,1,0,0,3,0,3,0,0
grain article562.txt,0,10,0,3,2,2,1,2,0,2,3,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
grain article204.txt,0,5,0,2,4,1,3,3,1,2,3,0,0,0,0,0,2,0,1,0,0,0,0,1,0,3,0,0,0,1,0,0,2,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0
grain article238.txt,0,45,0,20,16,1,8,3,14,11,4,0,0,0,0,0,10,7,1,3,3,2,0,4,8,2,1,2,2,3,0,2,4,1,0,1,3,0,1,5,4,1,0,1,4,0,0,2,1,0
grain article012.txt,0,11,0,4,2,0,6,1,1,2,1,0,0,0,0,0,1,3,1,0,0,2,0,3,4,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
grain article006.txt,0,4,0,0,1,1,6,4,0,2,7,0,0,0,0,0,2,1,0,0,0,0,0,1,1,7,2,0,0,6,0,4,1,2,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0
grain article199.txt,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article172.txt,0,4,0,3,0,1,5,0,4,2,0,0,0,12,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,4,0,0,0,0,0,0,0,0,3,0,0,0,0
grain article364.txt,0,21,0,2,10,4,5,2,3,1,2,0,0,0,0,0,0,2,1,3,1,2,0,3,3,0,0,0,3,1,0,1,0,3,0,2,0,0,2,3,0,0,0,1,0,0,0,0,0,0
grain article402.txt,0,9,0,4,4,1,3,1,0,1,4,0,0,0,0,0,1,0,0,1,0,0,0,1,0,6,0,1,1,6,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
grain article416.txt,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article370.txt,0,2,0,2,3,3,3,7,5,6,2,0,0,0,0,0,0,0,3,1,0,3,0,2,3,1,0,0,1,1,2,0,0,0,1,0,1,0,1,2,0,0,0,1,7,1,0,2,0,0
grain article359.txt,0,8,0,2,5,2,1,1,4,4,1,0,0,0,0,0,4,1,1,0,0,1,0,1,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0
grain article417.txt,0,24,0,17,10,10,4,7,8,8,2,0,0,0,0,0,0,0,5,2,0,2,0,2,2,1,0,0,6,1,4,2,0,1,0,1,1,1,2,2,1,0,0,1,3,1,0,0,0,0
grain article371.txt,0,8,0,6,6,4,13,4,3,0,1,4,0,5,0,0,0,1,0,2,2,2,0,0,2,2,0,0,0,0,0,0,0,2,7,0,2,0,1,0,1,0,3,1,0,1,0,1,0,0
grain article365.txt,0,10,0,3,3,3,2,3,3,7,2,0,0,0,0,0,5,0,4,2,1,1,0,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
grain article403.txt,0,0,0,2,2,0,2,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article173.txt,0,12,0,2,5,4,3,6,3,3,0,0,0,0,0,0,1,1,0,2,0,2,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
grain article167.txt,0,21,0,12,11,7,7,2,12,11,1,0,0,0,0,0,9,2,2,0,3,3,0,4,3,0,0,0,1,0,2,0,0,0,0,4,2,3,3,0,0,0,1,1,2,4,0,1,1,0
grain article198.txt,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
grain article007.txt,0,16,0,5,16,6,3,5,2,4,3,0,0,4,0,0,0,0,4,3,0,1,0,4,0,4,0,0,2,0,1,4,0,0,2,1,1,1,0,3,1,0,0,3,1,0,0,2,1,0
grain article013.txt,0,10,0,1,5,2,1,1,2,2,3,1,0,0,0,0,2,1,0,0,0,0,0,1,1,3,0,0,0,3,0,0,1,0,0,2,1,0,0,0,1,0,0,1,1,0,0,1,0,0
grain article239.txt,0,8,0,0,1,3,0,1,2,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
